name,lat,lon,coordinates
Greentop Street,33.8367652,-118.1162647,"[(33.8367652, -118.1162647), (33.8367589, -118.113157)]"
West 25th Way,33.8039876,-118.2024054,"[(33.8039876, -118.2024054), (33.803987, -118.2025065), (33.8039843, -118.2029512), (33.803981, -118.2035022), (33.8039768, -118.20421)]"
Avenida Estoril,33.7694819,-118.1205028,"[(33.7694819, -118.1205028), (33.769496, -118.1204816), (33.7695068, -118.1204551), (33.7695136, -118.1204273), (33.7695159, -118.1204029), (33.7695157, -118.1203641), (33.7695152, -118.1202642), (33.7695126, -118.1197108), (33.7695101, -118.1191815), (33.7695089, -118.1190328), (33.7695084, -118.1189084), (33.7695066, -118.1184873), (33.7695054, -118.1184643), (33.7695016, -118.1184356), (33.769495, -118.1184124), (33.7694861, -118.1183934)]"
East 1st Street,33.7670035,-118.1789791,"[(33.7670035, -118.1789791), (33.766783, -118.1772867), (33.7667711, -118.177186), (33.7665468, -118.175502), (33.7665363, -118.1754011), (33.7663139, -118.1737108), (33.7662965, -118.1735771), (33.7660815, -118.171922), (33.7660675, -118.1718176), (33.765997, -118.1712987), (33.7658416, -118.170135), (33.7658256, -118.1699966), (33.7656141, -118.1683431), (33.7656029, -118.1682411)]"
Brockwood Street,33.8281202,-118.1328477,"[(33.8281202, -118.1328477), (33.8281278, -118.1303912)]"
Brockwood Street,33.8280914,-118.1292054,"[(33.8280914, -118.1292054), (33.8280935, -118.1274331), (33.8280953, -118.125874)]"
67th Place,33.7464867,-118.1203089,"[(33.7464867, -118.1203089), (33.7469621, -118.1199568)]"
Daisy Avenue,33.7971363,-118.1992649,"[(33.7971363, -118.1992649), (33.7972165, -118.1992294), (33.7972477, -118.1992166), (33.7973558, -118.1991854), (33.7975114, -118.1991624), (33.7976753, -118.1991491), (33.8006996, -118.1991461), (33.8007523, -118.1991463), (33.8008484, -118.1991458), (33.8025655, -118.199142), (33.8037444, -118.1991429), (33.8039479, -118.1991523), (33.8042357, -118.1991515), (33.8042614, -118.1991514), (33.8043408, -118.1991512), (33.8044534, -118.1991523), (33.8045233, -118.1991506), (33.8045522, -118.1991505), (33.8046443, -118.1991503), (33.8048999, -118.1991583), (33.8062406, -118.1991458)]"
Centralia Street,33.8395641,-118.1251186,"[(33.8395641, -118.1251186), (33.8395699, -118.1249334), (33.8395619, -118.1240856), (33.8395601, -118.1232531), (33.8395582, -118.1224119), (33.8395565, -118.1216137), (33.8395547, -118.1207555), (33.8395546, -118.120716), (33.8395531, -118.1200454), (33.8395529, -118.1199573), (33.8395512, -118.1191333), (33.8395494, -118.1183007), (33.8395476, -118.1174796), (33.8395458, -118.1166452), (33.839547, -118.1164389), (33.8395449, -118.1162213), (33.8395419, -118.1148371), (33.8395381, -118.1131084), (33.8395362, -118.1122289), (33.8395255, -118.1113897), (33.8395169, -118.1105404), (33.8395106, -118.1096915), (33.8395178, -118.108849), (33.839528, -118.1084295)]"
Centralia Street,33.8427005,-118.1626394,"[(33.8427005, -118.1626394), (33.8426983, -118.1617999)]"
Centralia Street,33.8424658,-118.1554872,"[(33.8424658, -118.1554872), (33.842438, -118.1495662), (33.8424255, -118.1474236), (33.8424055, -118.1471259), (33.8423571, -118.1468403), (33.8422288, -118.1463652), (33.8421283, -118.1460431), (33.8420793, -118.1459063), (33.8419478, -118.1456462), (33.8418053, -118.1453726), (33.8413326, -118.1447203), (33.8405508, -118.143928), (33.839948, -118.1432601), (33.8398912, -118.1430946), (33.8398866, -118.1427515), (33.8398845, -118.142589)]"
East San Antonio Drive,33.8321612,-118.1938015,"[(33.8321612, -118.1938015), (33.8327791, -118.192616), (33.8332466, -118.1917265), (33.8332979, -118.1916298)]"
South Brant Avenue,33.8410715,-118.2253411,"[(33.8410715, -118.2253411), (33.8392019, -118.2259892)]"
Annapolis Road,33.8330961,-118.1449529,"[(33.8330961, -118.1449529), (33.8334213, -118.1448271), (33.8336442, -118.1447035), (33.8338288, -118.1445712), (33.8339806, -118.1444379), (33.8341235, -118.144293), (33.8342769, -118.1440973), (33.8344084, -118.1438961), (33.834522, -118.1436789), (33.8346312, -118.1434697)]"
Easy Avenue,33.8196372,-118.2102203,"[(33.8196372, -118.2102203), (33.8222274, -118.2102486), (33.8223288, -118.2102304), (33.822517, -118.210103)]"
Easy Avenue,33.8237256,-118.2097312,"[(33.8237256, -118.2097312), (33.8238852, -118.2096393), (33.8240367, -118.2095481), (33.8244289, -118.2091672), (33.8250305, -118.208502)]"
Easy Avenue,33.7934921,-118.21002,"[(33.7934921, -118.21002), (33.7953162, -118.2100087), (33.7971182, -118.2100087), (33.7989298, -118.2100079), (33.8007596, -118.2100249), (33.8013769, -118.2100223), (33.8026073, -118.2100197), (33.803961, -118.2100307), (33.8041642, -118.2100321), (33.8042268, -118.2100328), (33.8042499, -118.2100331), (33.8043407, -118.210035), (33.8044442, -118.2100333), (33.8045121, -118.2100344), (33.8045511, -118.2100343), (33.8048505, -118.2100337), (33.8061908, -118.2100307), (33.8080132, -118.2100084), (33.8098438, -118.2099964), (33.8116455, -118.2099893), (33.8134532, -118.2100201), (33.8152817, -118.2100087), (33.8156937, -118.2100042), (33.8166984, -118.209993), (33.8170881, -118.2099887), (33.8175082, -118.2099915), (33.8185109, -118.2099984), (33.8188778, -118.210001)]"
East Young Street,33.7863207,-118.2523779,"[(33.7863207, -118.2523779), (33.7863404, -118.252058), (33.7863764, -118.2513753), (33.786413, -118.2507767), (33.7864258, -118.2506575), (33.7864881, -118.2495459), (33.7865485, -118.2484288), (33.7865764, -118.2478833), (33.7865954, -118.2477883)]"
East Young Street,33.786663,-118.2471119,"[(33.786663, -118.2471119), (33.7866535, -118.2468861), (33.7866685, -118.2465092)]"
East Young Street,33.7862936,-118.2450416,"[(33.7862936, -118.2450416), (33.786321, -118.2445013), (33.7863899, -118.2431513)]"
San Marco Drive,33.7567253,-118.1212325,"[(33.7567253, -118.1212325), (33.7567648, -118.1212227), (33.7570152, -118.1211606), (33.7573437, -118.1207228), (33.7575175, -118.1205084), (33.7575215, -118.1205035), (33.7575935, -118.1204151)]"
Pricetown Avenue,33.8517483,-118.2479533,"[(33.8517483, -118.2479533), (33.8510497, -118.2479361), (33.8502238, -118.247936), (33.8489255, -118.2479361)]"
Fairway Drive,33.8363496,-118.1524217,"[(33.8363496, -118.1524217), (33.8364374, -118.1524202), (33.8368959, -118.1524166), (33.8371543, -118.152528), (33.837617, -118.1529314), (33.8383375, -118.15354), (33.8384489, -118.1535829), (33.8396449, -118.1535653), (33.8397344, -118.1535642), (33.8398198, -118.1535638), (33.8408562, -118.1535614), (33.8409275, -118.1536177)]"
Andrews Drive,33.8363098,-118.180658,"[(33.8363098, -118.180658), (33.8363099, -118.1805762), (33.8363103, -118.1800587), (33.8363149, -118.1796446), (33.8364553, -118.1789801), (33.8364416, -118.1776271), (33.8364409, -118.1770337)]"
California Place,33.8379894,-118.1829971,"[(33.8379894, -118.1829971), (33.8383533, -118.1829955), (33.8385182, -118.1829944), (33.8386697, -118.1829936), (33.8388234, -118.1829929), (33.8390217, -118.1829919), (33.8391843, -118.182991), (33.8393513, -118.1829902), (33.8395118, -118.1829894), (33.8396789, -118.1829885), (33.8398816, -118.1829875)]"
West Home Street,33.8479777,-118.1957644,"[(33.8479777, -118.1957644), (33.8479739, -118.1962891), (33.8479693, -118.1969129), (33.8479659, -118.198067), (33.847964, -118.198677)]"
El Jardin Street,33.7820943,-118.1074096,"[(33.7820943, -118.1074096), (33.7820921, -118.1044913)]"
El Jardin Street,33.7822658,-118.1024256,"[(33.7822658, -118.1024256), (33.7822158, -118.1019874), (33.7821502, -118.1017617), (33.7820299, -118.1014172), (33.7819844, -118.1012624), (33.7819488, -118.1012262), (33.7819071, -118.1012227), (33.7817993, -118.101241), (33.7815158, -118.1012522)]"
El Jardin Street,33.7822659,-118.1294528,"[(33.7822659, -118.1294528), (33.7823226, -118.1293722), (33.7825715, -118.1290229), (33.7826635, -118.1288934), (33.7828616, -118.1285762), (33.7829329, -118.1284184), (33.7829899, -118.1282474), (33.7830003, -118.12807), (33.7829988, -118.1279577), (33.7829761, -118.1278226), (33.7828515, -118.1273734), (33.7824927, -118.126064), (33.7824593, -118.1258977), (33.7824258, -118.1256805), (33.7824056, -118.125419), (33.782386, -118.1245731), (33.7823837, -118.1244723), (33.7823837, -118.1243801), (33.7823834, -118.1234327), (33.7823924, -118.1232933), (33.7823813, -118.1232316), (33.7823367, -118.123186)]"
East Sunshine Court,33.779717,-118.1731,"[(33.779717, -118.1731), (33.7797227, -118.1725805), (33.7797279, -118.1721036), (33.7797291, -118.1719961)]"
Pimenta Avenue,33.8405508,-118.143928,"[(33.8405508, -118.143928), (33.8408099, -118.1435916), (33.842364, -118.1435696)]"
Pimenta Avenue,33.8431031,-118.1436565,"[(33.8431031, -118.1436565), (33.8467165, -118.1436431)]"
Lariat Circle,33.7755067,-118.1078831,"[(33.7755067, -118.1078831), (33.7752336, -118.1077056)]"
Minturn Avenue,33.8473051,-118.1481545,"[(33.8473051, -118.1481545), (33.8481591, -118.1481524), (33.8481903, -118.1481198), (33.848188, -118.147672)]"
Molino Avenue,33.7641588,-118.1610558,"[(33.7641588, -118.1610558), (33.7647165, -118.1608878), (33.7652429, -118.1607309), (33.7657455, -118.1605812), (33.7658444, -118.1605908), (33.7659589, -118.1606128), (33.766894, -118.1606052), (33.7674352, -118.1606011), (33.767596, -118.1606012), (33.7680305, -118.1606019), (33.7680848, -118.1606028), (33.768171, -118.1606024), (33.7684939, -118.160604), (33.7686332, -118.1606044), (33.7690323, -118.1606056), (33.769117, -118.1606058), (33.7691706, -118.1606057), (33.7693121, -118.1606055), (33.769447, -118.1606053), (33.7695975, -118.1606051), (33.7697202, -118.1606049), (33.7698551, -118.1606047), (33.7700033, -118.1606045), (33.7701349, -118.1606043), (33.770272, -118.1606041), (33.7704136, -118.1606039), (33.7705552, -118.1606037), (33.7707551, -118.160606), (33.7708272, -118.1606031), (33.7710836, -118.160602), (33.7712228, -118.1606014), (33.7716362, -118.1606035), (33.7717134, -118.1606048)]"
Molino Avenue,33.7717148,-118.1611479,"[(33.7717148, -118.1611479), (33.7717969, -118.1611485), (33.7721863, -118.1611518), (33.7726059, -118.1611379), (33.773079, -118.1611333), (33.77344, -118.1611297), (33.7735466, -118.161129), (33.7736373, -118.1611297), (33.7740129, -118.1611329), (33.7744935, -118.161136), (33.775243, -118.161144), (33.7753541, -118.1611423), (33.7754692, -118.1611433), (33.7758368, -118.1611434), (33.7771554, -118.161131), (33.7782298, -118.1611409), (33.7788937, -118.1611472), (33.778976, -118.1611481), (33.779072, -118.161148), (33.7794489, -118.1611482), (33.7807082, -118.161148), (33.7807977, -118.1611485), (33.7808648, -118.1611479), (33.7820483, -118.1611461), (33.7821219, -118.161146), (33.7823852, -118.1611455), (33.7825067, -118.1611411), (33.7826047, -118.1611387)]"
Molino Avenue,33.7974344,-118.1611057,"[(33.7974344, -118.1611057), (33.7988052, -118.1610984), (33.7988917, -118.1610984), (33.7989945, -118.1610982), (33.7998553, -118.1611), (33.7998623, -118.1611008), (33.7999236, -118.1611143), (33.7999664, -118.1610885)]"
North Wetherly Avenue,33.8065699,-118.2161109,"[(33.8065699, -118.2161109), (33.8076455, -118.2161054)]"
Margo Avenue,33.7690631,-118.1099453,"[(33.7690631, -118.1099453), (33.7691403, -118.1099247), (33.7694091, -118.1098528), (33.7695596, -118.1098264), (33.7696751, -118.1098182), (33.7711432, -118.1098056), (33.7711565, -118.1098064), (33.7713384, -118.1098262), (33.7714081, -118.1098828), (33.7717677, -118.1103743), (33.7718114, -118.110434), (33.7718674, -118.1104897), (33.7721009, -118.1107221), (33.7725285, -118.111043)]"
Caspian Avenue,33.8152791,-118.2122012,"[(33.8152791, -118.2122012), (33.8170902, -118.2122031), (33.8184557, -118.2121976), (33.8188855, -118.2121959)]"
Caspian Avenue,33.8188875,-118.2127525,"[(33.8188875, -118.2127525), (33.8213696, -118.2127468), (33.8241259, -118.2127423), (33.8241991, -118.2127422), (33.824249, -118.2127421), (33.8243137, -118.2127416)]"
Caspian Avenue,33.8116464,-118.2122003,"[(33.8116464, -118.2122003), (33.8120808, -118.2121982), (33.8134998, -118.2121916), (33.8139953, -118.2121893)]"
Caspian Avenue,33.8080124,-118.2120162,"[(33.8080124, -118.2120162), (33.8111649, -118.2120195)]"
South 2nd Place,33.766091,-118.1805033,"[(33.766091, -118.1805033), (33.765964, -118.1805262), (33.7659568, -118.1805276), (33.7655559, -118.1806042)]"
Pageantry Street,33.8136845,-118.1139729,"[(33.8136845, -118.1139729), (33.8135956, -118.1138147), (33.8133544, -118.1134175), (33.8131298, -118.1130475), (33.8123103, -118.1117196), (33.812208, -118.1115076), (33.8121667, -118.1113474), (33.8121484, -118.1112493), (33.8121397, -118.1111344), (33.8121279, -118.110479), (33.8121249, -118.109655), (33.8121219, -118.1088052), (33.8121203, -118.1083651), (33.8121185, -118.1078707), (33.8121168, -118.1073856), (33.8121151, -118.1069336), (33.8121121, -118.1060962), (33.8121091, -118.1052508), (33.8121062, -118.1044553)]"
Pageantry Street,33.8125352,-118.1029851,"[(33.8125352, -118.1029851), (33.8131193, -118.1024076), (33.8132074, -118.1022622), (33.8132421, -118.1021354), (33.8132167, -118.1002043)]"
Pageantry Street,33.8121931,-118.119842,"[(33.8121931, -118.119842), (33.8121998, -118.1195369), (33.8122454, -118.1193624), (33.8123501, -118.1191718), (33.8124591, -118.1190455), (33.8128578, -118.1186268), (33.8133969, -118.1180734), (33.8135768, -118.1179894), (33.8137869, -118.1179814)]"
East Pageantry Street,33.8130619,-118.1339858,"[(33.8130619, -118.1339858), (33.8130635, -118.133765), (33.8130702, -118.1329441), (33.8130608, -118.132128), (33.8130648, -118.1313111), (33.8130682, -118.1304647), (33.8130935, -118.1300681)]"
Pageantry Street,33.8124352,-118.1250372,"[(33.8124352, -118.1250372), (33.812424, -118.1241547), (33.8124143, -118.123199), (33.8124151, -118.1223979), (33.8124159, -118.1216017), (33.812416, -118.121499)]"
Amebco Road,33.8231385,-118.2007329,"[(33.8231385, -118.2007329), (33.8233864, -118.2007256), (33.823441, -118.2007429), (33.8234719, -118.2007801)]"
East Riviera Walk,33.7570977,-118.1264849,"[(33.7570977, -118.1264849), (33.7570642, -118.1264327), (33.7564869, -118.1258282), (33.7562648, -118.1256022), (33.7559265, -118.125244), (33.7558779, -118.1252037), (33.7556535, -118.1250703)]"
North Regway Avenue,33.8049336,-118.217754,"[(33.8049336, -118.217754), (33.8076334, -118.2177621)]"
Russell Drive,33.7844091,-118.1361387,"[(33.7844091, -118.1361387), (33.7852059, -118.1361347), (33.785222, -118.1361277), (33.7853642, -118.136072)]"
Napoli Court,33.7640913,-118.1183434,"[(33.7640913, -118.1183434), (33.7640128, -118.1184206), (33.7639099, -118.1185467), (33.7638535, -118.1186223), (33.7637977, -118.1186357), (33.763654, -118.1184778), (33.7635737, -118.1183243), (33.763484, -118.1182127), (33.7633938, -118.1181162), (33.7633422, -118.1180192), (33.7633529, -118.1179201), (33.7634463, -118.1178009), (33.7635623, -118.1176507), (33.7636381, -118.1175568), (33.7636738, -118.1175461), (33.7637185, -118.1175409), (33.7637673, -118.1175663), (33.7638058, -118.1176098), (33.7641134, -118.1179528)]"
Daggett Street,33.7892818,-118.1314173,"[(33.7892818, -118.1314173), (33.7894333, -118.1313488), (33.7900793, -118.1310581), (33.7903044, -118.1308871), (33.7906749, -118.1304418), (33.7912103, -118.129789), (33.7916967, -118.1291571), (33.7922088, -118.1285398), (33.7926571, -118.1279721), (33.7927084, -118.1279157), (33.7927611, -118.1278365), (33.7929572, -118.1275702), (33.793082, -118.127361), (33.7931311, -118.1271518), (33.7931425, -118.1255711), (33.7931403, -118.1254196)]"
Golden Sands Drive,33.7674178,-118.1150758,"[(33.7674178, -118.1150758), (33.7669929, -118.1148984), (33.7667974, -118.1147482), (33.7666901, -118.1145661), (33.766616, -118.1143369), (33.7665783, -118.1140763), (33.7665826, -118.1136533), (33.7666956, -118.1131596), (33.7670256, -118.1123549), (33.7672181, -118.1119244), (33.7672359, -118.1118329), (33.7672403, -118.1116606), (33.7672045, -118.11147), (33.7671582, -118.1112575), (33.7671095, -118.1111222), (33.7670296, -118.1110127)]"
Delta Avenue,33.7934933,-118.211143,"[(33.7934933, -118.211143), (33.7953112, -118.2111319), (33.797124, -118.2111061), (33.7989289, -118.2110881), (33.8007617, -118.2111139), (33.8023598, -118.2110852), (33.8026186, -118.2110777), (33.8039639, -118.2111111), (33.8042491, -118.2111128), (33.8043407, -118.2111134), (33.8044441, -118.2111139), (33.8045232, -118.2111141), (33.8048488, -118.211115), (33.8053793, -118.2111075), (33.8061989, -118.2111086), (33.8080127, -118.2110911), (33.8098514, -118.2110939), (33.81116, -118.2111116), (33.8116495, -118.2111131), (33.8120795, -118.2111189), (33.8134998, -118.2111381), (33.8139974, -118.2111448), (33.8152856, -118.2111121), (33.8156952, -118.2111141), (33.8167017, -118.2111189), (33.8170892, -118.2111208), (33.8175085, -118.2111158), (33.8184549, -118.2111044), (33.8185135, -118.2111037), (33.8188816, -118.2110993)]"
Belen Street,33.8088455,-118.107902,"[(33.8088455, -118.107902), (33.8088453, -118.107763), (33.8088514, -118.1074061), (33.8088454, -118.1069389), (33.8088454, -118.1061244), (33.8088455, -118.105272), (33.8088407, -118.104538), (33.8088422, -118.1044251)]"
Belen Street,33.8092211,-118.1117857,"[(33.8092211, -118.1117857), (33.8092201, -118.1117035), (33.8092115, -118.111031), (33.8092108, -118.1108806), (33.8092079, -118.1101756), (33.809205, -118.1094555), (33.8092042, -118.1092523), (33.8092025, -118.1088245), (33.809202, -118.1086971), (33.8091987, -118.1078962)]"
Belen Street,33.8089136,-118.1137666,"[(33.8089136, -118.1137666), (33.8089307, -118.1118779), (33.8089315, -118.1117854)]"
Belen Street,33.809014,-118.1204459,"[(33.809014, -118.1204459), (33.8090162, -118.11988), (33.8090073, -118.1197808), (33.8089828, -118.1196896), (33.8087755, -118.119137)]"
Belen Street,33.8091561,-118.1155807,"[(33.8091561, -118.1155807), (33.8092582, -118.1153973), (33.8092761, -118.1153222), (33.8092805, -118.1151585), (33.8092743, -118.1146513)]"
